Pavarde             Vardas              Nd1       Egzaminas 
Pavarde9222         Vardas9222          1         6         
Pavarde9223         Vardas9223          3         4         
Pavarde9224         Vardas9224          2         5         
Pavarde9225         Vardas9225          5         10        
Pavarde9226         Vardas9226          2         6         
Pavarde9227         Vardas9227          5         3         
Pavarde9228         Vardas9228          6         10        
Pavarde9229         Vardas9229          9         8         
Pavarde9230         Vardas9230          7         3         
Pavarde9231         Vardas9231          4         7         
Pavarde9232         Vardas9232          8         1         
Pavarde9233         Vardas9233          8         3         
Pavarde9234         Vardas9234          7         1         
Pavarde9235         Vardas9235          7         4         
Pavarde9236         Vardas9236          5         3         
Pavarde9237         Vardas9237          2         9         
Pavarde9238         Vardas9238          10        8         
Pavarde9239         Vardas9239          3         5         
Pavarde9240         Vardas9240          8         6         
Pavarde9241         Vardas9241          6         8         
Pavarde9242         Vardas9242          8         1         
Pavarde9243         Vardas9243          2         3         
Pavarde9244         Vardas9244          2         1         
Pavarde9245         Vardas9245          5         7         
Pavarde9246         Vardas9246          5         2         
Pavarde9247         Vardas9247          6         4         
Pavarde9248         Vardas9248          4         1         
Pavarde9249         Vardas9249          3         2         
Pavarde9250         Vardas9250          3         7         
Pavarde9251         Vardas9251          9         5         
Pavarde9252         Vardas9252          6         9         
Pavarde9253         Vardas9253          9         7         
Pavarde9254         Vardas9254          7         5         
Pavarde9255         Vardas9255          9         10        
Pavarde9256         Vardas9256          10        9         
Pavarde9257         Vardas9257          10        10        
Pavarde9258         Vardas9258          4         5         
Pavarde9259         Vardas9259          9         6         
Pavarde9260         Vardas9260          2         3         
Pavarde9261         Vardas9261          2         4         
Pavarde9262         Vardas9262          7         5         
Pavarde9263         Vardas9263          7         5         
Pavarde9264         Vardas9264          7         7         
Pavarde9265         Vardas9265          6         9         
Pavarde9266         Vardas9266          8         5         
Pavarde9267         Vardas9267          1         10        
Pavarde9268         Vardas9268          3         9         
Pavarde9269         Vardas9269          3         2         
Pavarde9270         Vardas9270          1         5         
Pavarde9271         Vardas9271          5         9         
Pavarde9272         Vardas9272          5         5         
Pavarde9273         Vardas9273          5         4         
Pavarde9274         Vardas9274          1         5         
Pavarde9275         Vardas9275          2         1         
Pavarde9276         Vardas9276          2         6         
Pavarde9277         Vardas9277          3         6         
Pavarde9278         Vardas9278          2         3         
Pavarde9279         Vardas9279          5         6         
Pavarde9280         Vardas9280          2         3         
Pavarde9281         Vardas9281          5         3         
Pavarde9282         Vardas9282          9         5         
Pavarde9283         Vardas9283          9         6         
Pavarde9284         Vardas9284          10        10        
Pavarde9285         Vardas9285          5         2         
Pavarde9286         Vardas9286          1         8         
Pavarde9287         Vardas9287          9         5         
Pavarde9288         Vardas9288          5         3         
Pavarde9289         Vardas9289          10        3         
Pavarde9290         Vardas9290          7         8         
Pavarde9291         Vardas9291          2         2         
Pavarde9292         Vardas9292          5         8         
Pavarde9293         Vardas9293          1         8         
Pavarde9294         Vardas9294          10        9         
Pavarde9295         Vardas9295          8         1         
Pavarde9296         Vardas9296          7         2         
Pavarde9297         Vardas9297          6         5         
Pavarde9298         Vardas9298          7         4         
Pavarde9299         Vardas9299          5         3         
Pavarde9300         Vardas9300          6         2         
Pavarde9301         Vardas9301          10        3         
Pavarde9302         Vardas9302          8         4         
Pavarde9303         Vardas9303          9         8         
Pavarde9304         Vardas9304          6         1         
Pavarde9305         Vardas9305          5         3         
Pavarde9306         Vardas9306          7         4         
Pavarde9307         Vardas9307          10        7         
Pavarde9308         Vardas9308          4         2         
Pavarde9309         Vardas9309          10        9         
Pavarde9310         Vardas9310          10        3         
Pavarde9311         Vardas9311          6         3         
Pavarde9312         Vardas9312          7         5         
Pavarde9313         Vardas9313          9         4         
Pavarde9314         Vardas9314          3         9         
Pavarde9315         Vardas9315          1         8         
Pavarde9316         Vardas9316          4         4         
Pavarde9317         Vardas9317          4         8         
Pavarde9318         Vardas9318          9         1         
Pavarde9319         Vardas9319          1         9         
Pavarde9320         Vardas9320          3         10        
Pavarde9321         Vardas9321          8         6         
Pavarde9322         Vardas9322          10        8         
Pavarde9323         Vardas9323          8         1         
Pavarde9324         Vardas9324          1         8         
Pavarde9325         Vardas9325          5         10        
Pavarde9326         Vardas9326          8         3         
Pavarde9327         Vardas9327          1         6         
Pavarde9328         Vardas9328          2         8         
Pavarde9329         Vardas9329          8         1         
Pavarde9330         Vardas9330          1         8         
Pavarde9331         Vardas9331          9         7         
Pavarde9332         Vardas9332          7         5         
Pavarde9333         Vardas9333          8         9         
Pavarde9334         Vardas9334          1         7         
Pavarde9335         Vardas9335          9         2         
Pavarde9336         Vardas9336          5         7         
Pavarde9337         Vardas9337          6         3         
Pavarde9338         Vardas9338          10        4         
Pavarde9339         Vardas9339          9         4         
Pavarde9340         Vardas9340          5         10        
Pavarde9341         Vardas9341          8         4         
Pavarde9342         Vardas9342          4         4         
Pavarde9343         Vardas9343          8         8         
Pavarde9344         Vardas9344          9         1         
Pavarde9345         Vardas9345          3         8         
Pavarde9346         Vardas9346          8         4         
Pavarde9347         Vardas9347          7         10        
Pavarde9348         Vardas9348          8         1         
Pavarde9349         Vardas9349          4         8         
Pavarde9350         Vardas9350          2         2         
Pavarde9351         Vardas9351          7         9         
Pavarde9352         Vardas9352          6         6         
Pavarde9353         Vardas9353          3         6         
Pavarde9354         Vardas9354          3         3         
Pavarde9355         Vardas9355          1         1         
Pavarde9356         Vardas9356          4         10        
Pavarde9357         Vardas9357          1         4         
Pavarde9358         Vardas9358          7         1         
Pavarde9359         Vardas9359          9         1         
Pavarde9360         Vardas9360          8         8         
Pavarde9361         Vardas9361          8         7         
Pavarde9362         Vardas9362          4         2         
Pavarde9363         Vardas9363          8         6         
Pavarde9364         Vardas9364          10        8         
Pavarde9365         Vardas9365          10        6         
Pavarde9366         Vardas9366          3         1         
Pavarde9367         Vardas9367          4         1         
Pavarde9368         Vardas9368          8         1         
Pavarde9369         Vardas9369          4         2         
Pavarde9370         Vardas9370          2         4         
Pavarde9371         Vardas9371          9         2         
Pavarde9372         Vardas9372          3         5         
Pavarde9373         Vardas9373          2         3         
Pavarde9374         Vardas9374          10        2         
Pavarde9375         Vardas9375          3         10        
Pavarde9376         Vardas9376          2         8         
Pavarde9377         Vardas9377          6         5         
Pavarde9378         Vardas9378          7         10        
Pavarde9379         Vardas9379          4         1         
Pavarde9380         Vardas9380          2         7         
Pavarde9381         Vardas9381          4         8         
Pavarde9382         Vardas9382          1         3         
Pavarde9383         Vardas9383          10        4         
Pavarde9384         Vardas9384          8         4         
Pavarde9385         Vardas9385          7         9         
Pavarde9386         Vardas9386          9         4         
Pavarde9387         Vardas9387          5         3         
Pavarde9388         Vardas9388          4         4         
Pavarde9389         Vardas9389          1         10        
Pavarde9390         Vardas9390          9         10        
Pavarde9391         Vardas9391          5         4         
Pavarde9392         Vardas9392          10        1         
Pavarde9393         Vardas9393          7         8         
Pavarde9394         Vardas9394          4         8         
Pavarde9395         Vardas9395          1         9         
Pavarde9396         Vardas9396          5         3         
Pavarde9397         Vardas9397          4         6         
Pavarde9398         Vardas9398          7         3         
Pavarde9399         Vardas9399          3         9         
Pavarde9400         Vardas9400          4         1         
Pavarde9401         Vardas9401          3         3         
Pavarde9402         Vardas9402          5         9         
Pavarde9403         Vardas9403          6         5         
Pavarde9404         Vardas9404          6         9         
Pavarde9405         Vardas9405          10        3         
Pavarde9406         Vardas9406          10        8         
Pavarde9407         Vardas9407          9         5         
Pavarde9408         Vardas9408          2         5         
Pavarde9409         Vardas9409          2         8         
Pavarde9410         Vardas9410          4         3         
Pavarde9411         Vardas9411          3         7         
Pavarde9412         Vardas9412          8         9         
Pavarde9413         Vardas9413          10        4         
Pavarde9414         Vardas9414          6         3         
Pavarde9415         Vardas9415          3         2         
Pavarde9416         Vardas9416          1         10        
Pavarde9417         Vardas9417          10        1         
Pavarde9418         Vardas9418          3         9         
Pavarde9419         Vardas9419          7         6         
Pavarde9420         Vardas9420          4         2         
Pavarde9421         Vardas9421          4         4         
Pavarde9422         Vardas9422          6         4         
Pavarde9423         Vardas9423          3         5         
Pavarde9424         Vardas9424          3         5         
Pavarde9425         Vardas9425          8         4         
Pavarde9426         Vardas9426          9         10        
Pavarde9427         Vardas9427          10        1         
Pavarde9428         Vardas9428          9         3         
Pavarde9429         Vardas9429          5         6         
Pavarde9430         Vardas9430          9         5         
Pavarde9431         Vardas9431          2         5         
Pavarde9432         Vardas9432          6         5         
Pavarde9433         Vardas9433          4         1         
Pavarde9434         Vardas9434          1         8         
Pavarde9435         Vardas9435          1         4         
Pavarde9436         Vardas9436          8         5         
Pavarde9437         Vardas9437          7         7         
Pavarde9438         Vardas9438          7         7         
Pavarde9439         Vardas9439          9         6         
Pavarde9440         Vardas9440          3         6         
Pavarde9441         Vardas9441          7         2         
Pavarde9442         Vardas9442          2         6         
Pavarde9443         Vardas9443          10        9         
Pavarde9444         Vardas9444          3         8         
Pavarde9445         Vardas9445          3         4         
Pavarde9446         Vardas9446          3         10        
Pavarde9447         Vardas9447          6         3         
Pavarde9448         Vardas9448          2         8         
Pavarde9449         Vardas9449          5         1         
Pavarde9450         Vardas9450          1         10        
Pavarde9451         Vardas9451          1         8         
Pavarde9452         Vardas9452          4         5         
Pavarde9453         Vardas9453          6         5         
Pavarde9454         Vardas9454          2         10        
Pavarde9455         Vardas9455          5         5         
Pavarde9456         Vardas9456          9         6         
Pavarde9457         Vardas9457          9         3         
Pavarde9458         Vardas9458          1         8         
Pavarde9459         Vardas9459          5         6         
Pavarde9460         Vardas9460          1         7         
Pavarde9461         Vardas9461          5         5         
Pavarde9462         Vardas9462          1         9         
Pavarde9463         Vardas9463          7         2         
Pavarde9464         Vardas9464          2         7         
Pavarde9465         Vardas9465          3         8         
Pavarde9466         Vardas9466          7         7         
Pavarde9467         Vardas9467          7         2         
Pavarde9468         Vardas9468          1         6         
Pavarde9469         Vardas9469          2         3         
Pavarde9470         Vardas9470          10        9         
Pavarde9471         Vardas9471          4         4         
Pavarde9472         Vardas9472          5         6         
Pavarde9473         Vardas9473          3         1         
Pavarde9474         Vardas9474          6         6         
Pavarde9475         Vardas9475          7         1         
Pavarde9476         Vardas9476          4         6         
Pavarde9477         Vardas9477          6         2         
Pavarde9478         Vardas9478          2         5         
Pavarde9479         Vardas9479          4         6         
Pavarde9480         Vardas9480          9         6         
Pavarde9481         Vardas9481          1         4         
Pavarde9482         Vardas9482          7         6         
Pavarde9483         Vardas9483          6         2         
Pavarde9484         Vardas9484          9         2         
Pavarde9485         Vardas9485          1         8         
Pavarde9486         Vardas9486          10        3         
Pavarde9487         Vardas9487          6         5         
Pavarde9488         Vardas9488          6         3         
Pavarde9489         Vardas9489          8         10        
Pavarde9490         Vardas9490          8         10        
Pavarde9491         Vardas9491          1         2         
Pavarde9492         Vardas9492          7         8         
Pavarde9493         Vardas9493          6         1         
Pavarde9494         Vardas9494          10        10        
Pavarde9495         Vardas9495          1         10        
Pavarde9496         Vardas9496          6         9         
Pavarde9497         Vardas9497          3         3         
Pavarde9498         Vardas9498          8         6         
Pavarde9499         Vardas9499          6         9         
Pavarde9500         Vardas9500          1         4         
Pavarde9501         Vardas9501          7         1         
Pavarde9502         Vardas9502          9         1         
Pavarde9503         Vardas9503          6         9         
Pavarde9504         Vardas9504          5         7         
Pavarde9505         Vardas9505          6         3         
Pavarde9506         Vardas9506          9         1         
Pavarde9507         Vardas9507          1         7         
Pavarde9508         Vardas9508          3         3         
Pavarde9509         Vardas9509          1         6         
Pavarde9510         Vardas9510          6         2         
Pavarde9511         Vardas9511          5         1         
Pavarde9512         Vardas9512          1         10        
Pavarde9513         Vardas9513          2         6         
Pavarde9514         Vardas9514          6         10        
Pavarde9515         Vardas9515          1         4         
Pavarde9516         Vardas9516          6         1         
Pavarde9517         Vardas9517          4         1         
Pavarde9518         Vardas9518          2         9         
Pavarde9519         Vardas9519          8         5         
Pavarde9520         Vardas9520          5         4         
Pavarde9521         Vardas9521          4         6         
Pavarde9522         Vardas9522          7         2         
Pavarde9523         Vardas9523          7         1         
Pavarde9524         Vardas9524          7         7         
Pavarde9525         Vardas9525          8         4         
Pavarde9526         Vardas9526          1         7         
Pavarde9527         Vardas9527          1         4         
Pavarde9528         Vardas9528          7         4         
Pavarde9529         Vardas9529          6         5         
Pavarde9530         Vardas9530          4         8         
Pavarde9531         Vardas9531          2         9         
Pavarde9532         Vardas9532          3         1         
Pavarde9533         Vardas9533          6         3         
Pavarde9534         Vardas9534          6         1         
Pavarde9535         Vardas9535          3         9         
Pavarde9536         Vardas9536          9         5         
Pavarde9537         Vardas9537          4         3         
Pavarde9538         Vardas9538          4         9         
Pavarde9539         Vardas9539          1         8         
Pavarde9540         Vardas9540          7         7         
Pavarde9541         Vardas9541          4         9         
Pavarde9542         Vardas9542          4         9         
Pavarde9543         Vardas9543          5         5         
Pavarde9544         Vardas9544          8         4         
Pavarde9545         Vardas9545          6         5         
Pavarde9546         Vardas9546          4         4         
Pavarde9547         Vardas9547          6         4         
Pavarde9548         Vardas9548          1         6         
Pavarde9549         Vardas9549          8         2         
Pavarde9550         Vardas9550          5         10        
Pavarde9551         Vardas9551          3         3         
Pavarde9552         Vardas9552          4         3         
Pavarde9553         Vardas9553          2         9         
Pavarde9554         Vardas9554          5         3         
Pavarde9555         Vardas9555          3         4         
Pavarde9556         Vardas9556          6         7         
Pavarde9557         Vardas9557          1         9         
Pavarde9558         Vardas9558          6         2         
Pavarde9559         Vardas9559          9         8         
Pavarde9560         Vardas9560          6         3         
Pavarde9561         Vardas9561          8         10        
Pavarde9562         Vardas9562          10        5         
Pavarde9563         Vardas9563          6         3         
Pavarde9564         Vardas9564          7         1         
Pavarde9565         Vardas9565          9         5         
Pavarde9566         Vardas9566          10        7         
Pavarde9567         Vardas9567          7         2         
Pavarde9568         Vardas9568          5         9         
Pavarde9569         Vardas9569          8         8         
Pavarde9570         Vardas9570          6         3         
Pavarde9571         Vardas9571          7         1         
Pavarde9572         Vardas9572          2         5         
Pavarde9573         Vardas9573          6         1         
Pavarde9574         Vardas9574          10        10        
Pavarde9575         Vardas9575          2         7         
Pavarde9576         Vardas9576          4         7         
Pavarde9577         Vardas9577          6         8         
Pavarde9578         Vardas9578          3         8         
Pavarde9579         Vardas9579          3         4         
Pavarde9580         Vardas9580          8         6         
Pavarde9581         Vardas9581          9         8         
Pavarde9582         Vardas9582          6         9         
Pavarde9583         Vardas9583          9         10        
Pavarde9584         Vardas9584          8         4         
Pavarde9585         Vardas9585          2         6         
Pavarde9586         Vardas9586          6         5         
Pavarde9587         Vardas9587          3         2         
Pavarde9588         Vardas9588          5         5         
Pavarde9589         Vardas9589          5         1         
Pavarde9590         Vardas9590          9         7         
Pavarde9591         Vardas9591          9         2         
Pavarde9592         Vardas9592          3         6         
Pavarde9593         Vardas9593          3         2         
Pavarde9594         Vardas9594          6         4         
Pavarde9595         Vardas9595          3         4         
Pavarde9596         Vardas9596          3         7         
Pavarde9597         Vardas9597          7         9         
Pavarde9598         Vardas9598          4         10        
Pavarde9599         Vardas9599          8         5         
Pavarde9600         Vardas9600          10        6         
Pavarde9601         Vardas9601          2         8         
Pavarde9602         Vardas9602          9         6         
Pavarde9603         Vardas9603          8         4         
Pavarde9604         Vardas9604          2         2         
Pavarde9605         Vardas9605          10        5         
Pavarde9606         Vardas9606          5         5         
Pavarde9607         Vardas9607          2         4         
Pavarde9608         Vardas9608          5         7         
Pavarde9609         Vardas9609          3         10        
Pavarde9610         Vardas9610          5         5         
Pavarde9611         Vardas9611          8         10        
Pavarde9612         Vardas9612          10        10        
Pavarde9613         Vardas9613          9         5         
Pavarde9614         Vardas9614          5         5         
Pavarde9615         Vardas9615          4         9         
Pavarde9616         Vardas9616          10        9         
Pavarde9617         Vardas9617          7         2         
Pavarde9618         Vardas9618          8         6         
Pavarde9619         Vardas9619          8         6         
Pavarde9620         Vardas9620          10        9         
Pavarde9621         Vardas9621          9         10        
Pavarde9622         Vardas9622          7         5         
Pavarde9623         Vardas9623          8         1         
Pavarde9624         Vardas9624          2         9         
Pavarde9625         Vardas9625          1         6         
Pavarde9626         Vardas9626          8         10        
Pavarde9627         Vardas9627          3         2         
Pavarde9628         Vardas9628          8         2         
Pavarde9629         Vardas9629          5         4         
Pavarde9630         Vardas9630          6         3         
Pavarde9631         Vardas9631          10        7         
Pavarde9632         Vardas9632          3         8         
Pavarde9633         Vardas9633          7         3         
Pavarde9634         Vardas9634          6         10        
Pavarde9635         Vardas9635          10        5         
Pavarde9636         Vardas9636          3         1         
Pavarde9637         Vardas9637          8         7         
Pavarde9638         Vardas9638          4         2         
Pavarde9639         Vardas9639          5         1         
Pavarde9640         Vardas9640          1         4         
Pavarde9641         Vardas9641          7         9         
Pavarde9642         Vardas9642          6         8         
Pavarde9643         Vardas9643          8         6         
Pavarde9644         Vardas9644          7         9         
Pavarde9645         Vardas9645          3         2         
Pavarde9646         Vardas9646          8         6         
Pavarde9647         Vardas9647          6         6         
Pavarde9648         Vardas9648          4         8         
Pavarde9649         Vardas9649          9         1         
Pavarde9650         Vardas9650          8         1         
Pavarde9651         Vardas9651          6         4         
Pavarde9652         Vardas9652          9         6         
Pavarde9653         Vardas9653          9         2         
Pavarde9654         Vardas9654          3         5         
Pavarde9655         Vardas9655          9         10        
Pavarde9656         Vardas9656          2         1         
Pavarde9657         Vardas9657          10        4         
Pavarde9658         Vardas9658          5         1         
Pavarde9659         Vardas9659          1         9         
Pavarde9660         Vardas9660          3         6         
Pavarde9661         Vardas9661          2         10        
Pavarde9662         Vardas9662          9         9         
Pavarde9663         Vardas9663          8         3         
Pavarde9664         Vardas9664          6         9         
Pavarde9665         Vardas9665          10        8         
Pavarde9666         Vardas9666          1         1         
Pavarde9667         Vardas9667          7         6         
Pavarde9668         Vardas9668          9         2         
Pavarde9669         Vardas9669          6         5         
Pavarde9670         Vardas9670          3         4         
Pavarde9671         Vardas9671          4         9         
Pavarde9672         Vardas9672          6         7         
Pavarde9673         Vardas9673          10        2         
Pavarde9674         Vardas9674          8         4         
Pavarde9675         Vardas9675          8         5         
Pavarde9676         Vardas9676          1         6         
Pavarde9677         Vardas9677          6         6         
Pavarde9678         Vardas9678          4         6         
Pavarde9679         Vardas9679          4         1         
Pavarde9680         Vardas9680          6         6         
Pavarde9681         Vardas9681          2         5         
Pavarde9682         Vardas9682          9         9         
Pavarde9683         Vardas9683          3         10        
Pavarde9684         Vardas9684          9         8         
Pavarde9685         Vardas9685          9         2         
Pavarde9686         Vardas9686          9         1         
Pavarde9687         Vardas9687          8         8         
Pavarde9688         Vardas9688          6         6         
Pavarde9689         Vardas9689          9         4         
Pavarde9690         Vardas9690          4         5         
Pavarde9691         Vardas9691          9         10        
Pavarde9692         Vardas9692          8         6         
Pavarde9693         Vardas9693          10        7         
Pavarde9694         Vardas9694          1         2         
Pavarde9695         Vardas9695          10        3         
Pavarde9696         Vardas9696          4         2         
Pavarde9697         Vardas9697          3         8         
Pavarde9698         Vardas9698          9         2         
Pavarde9699         Vardas9699          5         9         
Pavarde9700         Vardas9700          8         7         
Pavarde9701         Vardas9701          5         5         
Pavarde9702         Vardas9702          10        5         
Pavarde9703         Vardas9703          9         5         
Pavarde9704         Vardas9704          5         9         
Pavarde9705         Vardas9705          3         5         
Pavarde9706         Vardas9706          4         6         
Pavarde9707         Vardas9707          10        3         
Pavarde9708         Vardas9708          6         6         
Pavarde9709         Vardas9709          2         3         
Pavarde9710         Vardas9710          4         3         
Pavarde9711         Vardas9711          4         10        
Pavarde9712         Vardas9712          9         5         
Pavarde9713         Vardas9713          7         6         
Pavarde9714         Vardas9714          1         4         
Pavarde9715         Vardas9715          9         3         
Pavarde9716         Vardas9716          1         7         
Pavarde9717         Vardas9717          4         9         
Pavarde9718         Vardas9718          5         5         
Pavarde9719         Vardas9719          7         9         
Pavarde9720         Vardas9720          10        7         
Pavarde9721         Vardas9721          6         6         
Pavarde9722         Vardas9722          1         10        
Pavarde9723         Vardas9723          9         3         
Pavarde9724         Vardas9724          7         1         
Pavarde9725         Vardas9725          9         4         
Pavarde9726         Vardas9726          6         2         
Pavarde9727         Vardas9727          8         1         
Pavarde9728         Vardas9728          7         10        
Pavarde9729         Vardas9729          6         7         
Pavarde9730         Vardas9730          10        7         
Pavarde9731         Vardas9731          2         8         
Pavarde9732         Vardas9732          3         3         
Pavarde9733         Vardas9733          8         9         
Pavarde9734         Vardas9734          1         2         
Pavarde9735         Vardas9735          4         9         
Pavarde9736         Vardas9736          10        6         
Pavarde9737         Vardas9737          7         2         
Pavarde9738         Vardas9738          6         3         
Pavarde9739         Vardas9739          3         5         
Pavarde9740         Vardas9740          8         4         
Pavarde9741         Vardas9741          5         1         
Pavarde9742         Vardas9742          2         10        
Pavarde9743         Vardas9743          7         5         
Pavarde9744         Vardas9744          2         8         
Pavarde9745         Vardas9745          7         9         
Pavarde9746         Vardas9746          6         5         
Pavarde9747         Vardas9747          6         3         
Pavarde9748         Vardas9748          9         8         
Pavarde9749         Vardas9749          1         1         
Pavarde9750         Vardas9750          10        8         
Pavarde9751         Vardas9751          5         9         
Pavarde9752         Vardas9752          10        3         
Pavarde9753         Vardas9753          3         8         
Pavarde9754         Vardas9754          4         3         
Pavarde9755         Vardas9755          2         3         
Pavarde9756         Vardas9756          7         4         
Pavarde9757         Vardas9757          6         2         
Pavarde9758         Vardas9758          1         5         
Pavarde9759         Vardas9759          3         10        
Pavarde9760         Vardas9760          5         7         
Pavarde9761         Vardas9761          6         1         
Pavarde9762         Vardas9762          2         9         
Pavarde9763         Vardas9763          8         6         
Pavarde9764         Vardas9764          2         8         
Pavarde9765         Vardas9765          9         9         
Pavarde9766         Vardas9766          5         6         
Pavarde9767         Vardas9767          10        9         
Pavarde9768         Vardas9768          8         1         
Pavarde9769         Vardas9769          4         4         
Pavarde9770         Vardas9770          3         6         
Pavarde9771         Vardas9771          10        1         
Pavarde9772         Vardas9772          3         6         
Pavarde9773         Vardas9773          10        9         
Pavarde9774         Vardas9774          8         6         
Pavarde9775         Vardas9775          10        2         
Pavarde9776         Vardas9776          5         5         
Pavarde9777         Vardas9777          3         5         
Pavarde9778         Vardas9778          5         3         
Pavarde9779         Vardas9779          2         5         
Pavarde9780         Vardas9780          3         6         
Pavarde9781         Vardas9781          4         8         
Pavarde9782         Vardas9782          3         3         
Pavarde9783         Vardas9783          1         6         
Pavarde9784         Vardas9784          3         10        
Pavarde9785         Vardas9785          3         10        
Pavarde9786         Vardas9786          2         1         
Pavarde9787         Vardas9787          5         1         
Pavarde9788         Vardas9788          9         2         
Pavarde9789         Vardas9789          7         1         
Pavarde9790         Vardas9790          1         4         
Pavarde9791         Vardas9791          8         2         
Pavarde9792         Vardas9792          8         5         
Pavarde9793         Vardas9793          5         7         
Pavarde9794         Vardas9794          6         3         
Pavarde9795         Vardas9795          2         7         
Pavarde9796         Vardas9796          6         3         
Pavarde9797         Vardas9797          10        6         
Pavarde9798         Vardas9798          7         3         
Pavarde9799         Vardas9799          10        6         
Pavarde9800         Vardas9800          8         8         
Pavarde9801         Vardas9801          4         6         
Pavarde9802         Vardas9802          10        1         
Pavarde9803         Vardas9803          7         3         
Pavarde9804         Vardas9804          2         8         
Pavarde9805         Vardas9805          10        1         
Pavarde9806         Vardas9806          8         4         
Pavarde9807         Vardas9807          3         7         
Pavarde9808         Vardas9808          6         4         
Pavarde9809         Vardas9809          8         8         
Pavarde9810         Vardas9810          10        8         
Pavarde9811         Vardas9811          4         2         
Pavarde9812         Vardas9812          10        7         
Pavarde9813         Vardas9813          2         7         
Pavarde9814         Vardas9814          4         10        
Pavarde9815         Vardas9815          5         7         
Pavarde9816         Vardas9816          4         6         
Pavarde9817         Vardas9817          9         9         
Pavarde9818         Vardas9818          4         5         
Pavarde9819         Vardas9819          8         9         
Pavarde9820         Vardas9820          7         4         
Pavarde9821         Vardas9821          9         10        
Pavarde9822         Vardas9822          3         2         
Pavarde9823         Vardas9823          7         10        
Pavarde9824         Vardas9824          8         9         
Pavarde9825         Vardas9825          4         9         
Pavarde9826         Vardas9826          9         1         
Pavarde9827         Vardas9827          2         1         
Pavarde9828         Vardas9828          5         5         
Pavarde9829         Vardas9829          2         8         
Pavarde9830         Vardas9830          3         7         
Pavarde9831         Vardas9831          6         2         
Pavarde9832         Vardas9832          6         3         
Pavarde9833         Vardas9833          8         4         
Pavarde9834         Vardas9834          9         3         
Pavarde9835         Vardas9835          8         1         
Pavarde9836         Vardas9836          5         3         
Pavarde9837         Vardas9837          9         7         
Pavarde9838         Vardas9838          5         10        
Pavarde9839         Vardas9839          10        7         
Pavarde9840         Vardas9840          6         1         
Pavarde9841         Vardas9841          5         1         
Pavarde9842         Vardas9842          2         4         
Pavarde9843         Vardas9843          9         4         
Pavarde9844         Vardas9844          9         2         
Pavarde9845         Vardas9845          3         9         
Pavarde9846         Vardas9846          1         1         
Pavarde9847         Vardas9847          5         5         
Pavarde9848         Vardas9848          1         6         
Pavarde9849         Vardas9849          7         9         
Pavarde9850         Vardas9850          2         5         
Pavarde9851         Vardas9851          3         9         
Pavarde9852         Vardas9852          9         2         
Pavarde9853         Vardas9853          6         7         
Pavarde9854         Vardas9854          9         1         
Pavarde9855         Vardas9855          8         6         
Pavarde9856         Vardas9856          5         4         
Pavarde9857         Vardas9857          10        2         
Pavarde9858         Vardas9858          2         9         
Pavarde9859         Vardas9859          8         7         
Pavarde9860         Vardas9860          9         6         
Pavarde9861         Vardas9861          3         2         
Pavarde9862         Vardas9862          2         10        
Pavarde9863         Vardas9863          1         8         
Pavarde9864         Vardas9864          2         2         
Pavarde9865         Vardas9865          7         6         
Pavarde9866         Vardas9866          6         8         
Pavarde9867         Vardas9867          9         9         
Pavarde9868         Vardas9868          5         8         
Pavarde9869         Vardas9869          1         3         
Pavarde9870         Vardas9870          4         10        
Pavarde9871         Vardas9871          6         3         
Pavarde9872         Vardas9872          3         2         
Pavarde9873         Vardas9873          7         6         
Pavarde9874         Vardas9874          4         1         
Pavarde9875         Vardas9875          1         3         
Pavarde9876         Vardas9876          4         9         
Pavarde9877         Vardas9877          1         10        
Pavarde9878         Vardas9878          5         10        
Pavarde9879         Vardas9879          2         10        
Pavarde9880         Vardas9880          8         1         
Pavarde9881         Vardas9881          8         3         
Pavarde9882         Vardas9882          8         5         
Pavarde9883         Vardas9883          5         2         
Pavarde9884         Vardas9884          4         1         
Pavarde9885         Vardas9885          10        4         
Pavarde9886         Vardas9886          7         5         
Pavarde9887         Vardas9887          8         4         
Pavarde9888         Vardas9888          8         8         
Pavarde9889         Vardas9889          4         3         
Pavarde9890         Vardas9890          9         7         
Pavarde9891         Vardas9891          9         2         
Pavarde9892         Vardas9892          10        10        
Pavarde9893         Vardas9893          1         4         
Pavarde9894         Vardas9894          1         1         
Pavarde9895         Vardas9895          4         9         
Pavarde9896         Vardas9896          4         7         
Pavarde9897         Vardas9897          5         7         
Pavarde9898         Vardas9898          7         8         
Pavarde9899         Vardas9899          5         3         
Pavarde9900         Vardas9900          3         9         
Pavarde9901         Vardas9901          4         7         
Pavarde9902         Vardas9902          4         9         
Pavarde9903         Vardas9903          3         1         
Pavarde9904         Vardas9904          1         3         
Pavarde9905         Vardas9905          6         5         
Pavarde9906         Vardas9906          2         10        
Pavarde9907         Vardas9907          8         5         
Pavarde9908         Vardas9908          9         4         
Pavarde9909         Vardas9909          8         8         
Pavarde9910         Vardas9910          3         7         
Pavarde9911         Vardas9911          6         7         
Pavarde9912         Vardas9912          2         5         
Pavarde9913         Vardas9913          9         6         
Pavarde9914         Vardas9914          7         8         
Pavarde9915         Vardas9915          5         1         
Pavarde9916         Vardas9916          1         3         
Pavarde9917         Vardas9917          5         2         
Pavarde9918         Vardas9918          3         5         
Pavarde9919         Vardas9919          10        6         
